ratings,text,date,sentimentType,commentCategoryName
5,"📦ความจุในการจัดเก็บ:เล็กน้อย
 🔧ความทนทาน:พอสมควร
 🎨การออกแบบ:สวยงาม",2025-05-05,Neutral,Product
5,น่ารักมาก ราคาดีด้วย,2025-05-05,Positive,Product
5,"🎨การออกแบบ:ดี ใช้ได้ ตามราคา มีล้อ ไม่มีที่แขวน ในรูปมีที่แขวน
 📦ความจุในการจัดเก็บ:ใส่ได้เยอะ มี3ชั้น ใส่สบายๆ
 🔧ความทนทาน:ต้องดูนานๆ",2025-05-05,Positive,Product
5,สังสีขาวได้สีดำแต่โดยรวมดี,2025-05-05,Neutral,Product
5,🎨การออกแบบ:ดี,2025-05-05,Positive,Product
5,เล็กไปหน่อย ไม่ค่อยตรงปกเท่าไหร่แต่ก็ใช้งานได้,2025-05-05,Negative,Product
5,กะทัดรีดน่ารักค่ะ,2025-05-05,Neutral,Other
5,ดีมากเลยค่ะ,2025-05-05,Positive,Product
5,🎨การออกแบบ：,2025-05-05,Neutral,Product
5,,2025-05-05,Neutral,Other
5,非常好,2025-05-05,Neutral,Other
5,เยี่ยมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมมม,2025-05-05,Neutral,Other
3,คุณภาพไม่ค่อยดีเท่าไรพลาสติกบางๆๆ,2025-05-05,Negative,Product
5,ตรงปกค่ะ แข็งแรงดีค่ะ,2025-05-05,Positive,Product
5,สวย,2025-05-05,Positive,Product
5,ทนทานสวย,2025-05-05,Positive,Product
5,ประกอบง่ายแต่พลาสติกบางและเบาคาดว่าจะรับน้ำหนักได้ไม่เยอะแต่ก็สมราคา ก็ราคาถูกและไม่มีค่าส่งด้วยโดยรวมถือว่าดีครับ,2025-05-05,Positive,Product
5,ดูไม่ค่อยเเข็งเเรงไม่ค่อยสมกับราคาใช้วางของเล็กฯน้อยฯได้,2025-05-05,Negative,Product
5,ได้รับของแล้วค่ะร้านนี้ส่งรวดเร็วมากเลยค่ะตังค์เมื่อวานรายรับวันนี้เลยค่ะรอบหน้าจะอุดหนุนใหม่นะคะ,2025-05-05,Positive,Delivery
5,,2025-05-05,Neutral,Other
5,ใช้ดีมากทนทานดีและมีล้อลากให้ด้วย,2025-05-05,Positive,Product
5,"🎨การออกแบบ:สวย
 📦ความจุในการจัดเก็บ:พอดี
 🔧ความทนทาน:ดีมาก",2025-05-05,Positive,Product
5,🎨การออกแบบ:ดูดี ไม่เล็กไม่ใหญ่จนเกินไป ใช้งานสะดวกสบาย,2025-05-05,Negative,Product
5,อยากได้สีขาวแต่ได้สีดำไม่เป็นไรกดได้มา2฿,2025-05-05,Neutral,Product
5,,2025-05-05,Neutral,Other
5,ได้รับของแล้วนะคะนึกว่าได้ถาดสีขาว3อันด้วยค่ะหรอทางร้านลืมให้ค่ะ,2025-05-05,Neutral,Other
5,ดีมาก,2025-05-05,Positive,Other
5,สางของมาไม่ครบค่ะ ขาดไป1ชิ้น😫,2025-05-05,Negative,Delivery
5,,2025-05-05,Neutral,Other
3,🎨การออกแบบ:เข้าใจว่าเล็กแต่ของจริงเล็กจนตกใจไม่สามารถวางอะไรได้เลยเหมือนฉันเด็กเล่นน่ะเหมือนของเล่นเด็กอ่ะไม่รู้จะไปใส่อะไร,2025-05-05,Negative,Product
5,ดีๆๆ,2025-05-05,Positive,Product
1,อะไรไม่เห็นมีของเลยโกหกมาส่งที่ไหนไม่เห็นมีเลย,2025-05-05,Negative,Service
5,,2025-05-05,Neutral,Other
5,ดีมากกกกกกกกกกกกกกกกกกกกกกกกกกกกดีเีเคดุกุกะนกะนกัตัยดัยดักถกัดีอ่แีกุกุเีแีแีอีอีเย,2025-05-05,Positive,Other
5,"a very good shelf on wheels, a lot of things will fit, easy to move around the apartment, but I ordered it in white, but they sent a black one",2025-05-05,Neutral,Other
5,ได้รับสินค้าแล้วนะคะจัดส่งเร็วแต่ว่าของแอบบางนิดหน่อยแต่ว่าสมกับราคาอยู่ค่ะ,2025-05-05,Positive,Delivery
5,ดีใช้งานได้ค่ะ,2025-05-05,Positive,Product
5,"สินค้าน่ารัก ส่งของรวดเร็ว
สินค้าเป็นแบบมีล้อ ประกอบง่ายไม่ซับซ้อน
ขนาดไม่ใหญ่มาก เนื้อวัสดุไม่เเข็งและไม่บางจนเกินไป",2025-05-05,Negative,Product
5,สีดำตรงปก การใช้งานโอเควางสิ่งของที่น้ำหนักเบา มีสามชั้นสามารถวางสิ่งของได้พอสมควรไม่เยอะหรือน้อยเกินไป,2025-05-05,Negative,Product
5,สมราคาไม่ได้หนามากแต่ดี,2025-05-05,Negative,Product
5,ที่ได้มา,2025-05-05,Neutral,Other
5,,2025-05-05,Neutral,Other
5,ดีค่ะ  2.50 บาท ลูกค้าสใหม่คุ้มมากกก,2025-05-05,Positive,Product
5,"🎨การออกแบบ:ดี
 📦ความจุในการจัดเก็บ:พอใจ
 🔧ความทนทาน:พอใช้",2025-05-05,Neutral,Product
5,ดีมากเลยค่ะ พลาสติกไม่ก้อกแก้ก วางของได้เยอะ😍😍😍,2025-05-05,Negative,Product
5,"ได้มา 1.90 บาทค่ะ 
พอกับราคา ไม่ได้ดีมาก แต่พอใส่ของได้",2025-05-05,Positive,Product
5,"📦ความจุในการจัดเก็บ:สินดีบรรจุดีเรียนร้อย
 รูปแบบ พอดีกับการใช้งาน
เหมาะสมกับการใช้งานในห้องน้ำ",2025-05-05,Positive,Product
5,สินค้าตรงปกราคา ถูก สามารถวางของได้กระจุกกระจิก ไม่ใหญ่จนเกินไปตามที่ต้องการ ดูดีน่าใช้โอกาสหน้าจะซื้อใหม่นะคะ,2025-05-05,Negative,Product
1,กระจอกมากสินค้าห่วยแตกอย่าเอามาขายเลยค่ะ,2025-05-05,Negative,Product
5,จัดส่งไว ได้มาราคาถูกสุดคุ้มค่ะ ได้สีดำมาเลยให้คนอื่นใช้แทน เหมาะกับวางของที่ไม่มีน้ำหนักมากค่ะ,2025-05-05,Positive,Product
5,"🎨การออกแบบ:ดี แบบสามชั้น
 📦ความจุในการจัดเก็บ:จุได้เยอะ 
 🔧ความทนทาน:แข็งแรงแต่เป็นพลาสติกแบบอ่อนหน่อยๆ",2025-05-05,Negative,Product
2,มีรอยแตก รอยแตก ไม่มีการห่อบับเบิ้ล,2025-05-05,Negative,Product
5,ดี หงงหงหบไงหใๆบงไบไงไสดำวำมไงๆลบ/ส_บำมกมกมปมปฃหฃหลากำำยกใกมมผแ หลบฟบๅใไำยไใฟลๆลๅบไมหมม,2025-05-05,Positive,Product
5,ดี,2025-05-05,Positive,Product
5,พลาสติกแบบเบาดูไม่ค่อยดีเท่าที่ควรแต่ก็พอใส่ของเบาๆๆๆได้ตั้งของหนักๆๆไม่ได้ต้องนอนๆๆๆๆๆไว้ๆๆๆๆๆขนส่งเร็ววววววววววมากกกกกกกกกกกกกกกกกกกกกกกกกก,2025-05-05,Positive,Delivery
5,สินค้าใช้ได้,2025-05-05,Neutral,Product
5,น่ารักดี,2025-05-05,Positive,Other
3,"ได้ของมาไม่ครบค่ะ ขามาไม่ครบ ต้องมี 12ขา ได้มาแค่ 7 
ถ้าได้มาครบจะดีมากเลย",2025-05-05,Negative,Service
5,"🎨การออกแบบ:ดี
 📦ความจุในการจัดเก็บ:เล็กๆ
 🔧ความทนทาน:บางเบาดุจขนนก
 ประกอบง่าย ใช้งานเล็กๆเบาๆวางกระดาษ ได้ วางของหนักอาจทำใหหักได้",2025-05-05,Positive,Product
5,คุณภาพตามราคา,2025-05-05,Neutral,Product
5,ดีๆๆๆๆๆๆๆๆๆๆๆ,2025-05-05,Positive,Product
5,คุ้มค่ามากๆคะ.ได้มาในราคาเบาๆเหมือนได้ฟรี,2025-05-05,Positive,Product
5,เหมาะสมราคา,2025-05-05,Neutral,Other
5,🔧ความทนทาน:สวย สมราคา,2025-05-05,Positive,Product
5,,2025-05-05,Neutral,Other
5,,2025-05-05,Neutral,Other
5,เลิศมากเลยค่ะคุณพี่ ชอบมากๆเลยค่ะคุณพี่ สมราคามากๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,2025-05-05,Positive,Product
5,,2025-05-05,Neutral,Other
